model,prompt_type,direction,alpha,layer,head,prompt,base_margin,steered_margin,margin_shift,flipped,seed,n
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1803 > 1622? Answer:,2.7421875,2.4609375,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6891 > 3585? Answer:,3.01953125,2.73046875,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4897 > 4346? Answer:,3.5,3.203125,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1773 > 1539? Answer:,2.703125,2.421875,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 2813 > 1170? Answer:,2.859375,2.5625,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5738 > 5623? Answer:,2.984375,2.65625,-0.328125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7621 > 6040? Answer:,2.9765625,2.6953125,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7457 > 6076? Answer:,2.6484375,2.34375,-0.3046875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5619 > 1591? Answer:,2.7421875,2.4296875,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8557 > 4404? Answer:,3.671875,3.40625,-0.265625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5503 > 2670? Answer:,3.30078125,3.04296875,-0.2578125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 2642 > 2522? Answer:,2.859375,2.5703125,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8034 > 5529? Answer:,3.1875,2.9140625,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4621 > 3980? Answer:,2.703125,2.3828125,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5908 > 3176? Answer:,3.125,2.84375,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5054 > 1921? Answer:,3.83203125,3.55078125,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1829 > 1460? Answer:,2.484375,2.1953125,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8991 > 1510? Answer:,2.671875,2.3828125,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8724 > 7393? Answer:,3.15625,2.875,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 3490 > 2573? Answer:,3.171875,2.8828125,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 2487 > 2128? Answer:,2.2734375,1.953125,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7304 > 3235? Answer:,3.34375,3.0546875,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1611 > 1594? Answer:,2.0703125,1.7578125,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5011 > 4583? Answer:,2.8203125,2.53125,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7101 > 5749? Answer:,3.0859375,2.796875,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7839 > 2331? Answer:,3.0390625,2.74609375,-0.29296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4275 > 2528? Answer:,2.78125,2.5,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5480 > 1196? Answer:,2.92578125,2.640625,-0.28515625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5919 > 1759? Answer:,2.6328125,2.328125,-0.3046875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7690 > 5570? Answer:,2.8515625,2.578125,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9302 > 7183? Answer:,3.3828125,3.08203125,-0.30078125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4299 > 4192? Answer:,2.828125,2.5234375,-0.3046875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4697 > 2204? Answer:,3.359375,3.0859375,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9149 > 4019? Answer:,2.76171875,2.48046875,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1687 > 1323? Answer:,2.109375,1.78125,-0.328125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8161 > 2356? Answer:,3.4765625,3.203125,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5166 > 1541? Answer:,3.0546875,2.734375,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7178 > 3939? Answer:,2.78125,2.4921875,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 3971 > 1674? Answer:,3.4765625,3.1640625,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6080 > 4403? Answer:,3.66796875,3.41796875,-0.25,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9462 > 4699? Answer:,3.0,2.703125,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 2446 > 2204? Answer:,3.0,2.71875,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6667 > 4969? Answer:,2.1875,1.875,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1875 > 1273? Answer:,2.390625,2.09375,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7910 > 6751? Answer:,3.265625,2.9921875,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4916 > 4152? Answer:,2.546875,2.25,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8575 > 3935? Answer:,3.2265625,2.90625,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9082 > 3330? Answer:,2.9921875,2.71875,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 3156 > 2472? Answer:,2.953125,2.640625,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6730 > 1800? Answer:,3.1875,2.8828125,-0.3046875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8494 > 2498? Answer:,3.03125,2.7578125,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8244 > 1053? Answer:,2.8515625,2.49609375,-0.35546875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8171 > 6643? Answer:,3.4453125,3.1640625,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8023 > 5669? Answer:,3.125,2.828125,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5244 > 3993? Answer:,2.828125,2.546875,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 3494 > 2947? Answer:,3.2890625,2.9765625,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6000 > 3295? Answer:,3.94140625,3.6875,-0.25390625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5550 > 3588? Answer:,2.8515625,2.5859375,-0.265625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1335 > 1046? Answer:,3.1015625,2.8046875,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 3209 > 1253? Answer:,3.4609375,3.171875,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4956 > 3644? Answer:,3.1484375,2.8359375,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6889 > 3774? Answer:,2.7265625,2.453125,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8695 > 5350? Answer:,2.734375,2.421875,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1712 > 1545? Answer:,2.7890625,2.515625,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6171 > 4282? Answer:,3.5390625,3.2734375,-0.265625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6088 > 3817? Answer:,3.17578125,2.9140625,-0.26171875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1815 > 1456? Answer:,3.3125,3.0234375,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8154 > 3174? Answer:,3.546875,3.265625,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6425 > 1167? Answer:,2.8359375,2.4921875,-0.34375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4127 > 2366? Answer:,3.265625,3.0,-0.265625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9844 > 2898? Answer:,2.8671875,2.5703125,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 3488 > 2016? Answer:,3.4140625,3.1328125,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9933 > 8624? Answer:,3.3046875,2.984375,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1312 > 1073? Answer:,2.609375,2.3203125,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8395 > 1431? Answer:,3.1640625,2.8203125,-0.34375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 8701 > 3167? Answer:,3.2734375,2.9921875,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9258 > 3424? Answer:,2.7890625,2.4609375,-0.328125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4908 > 3587? Answer:,3.421875,3.140625,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 2136 > 1633? Answer:,2.7890625,2.4921875,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5545 > 4563? Answer:,3.4296875,3.1328125,-0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9964 > 6955? Answer:,2.859375,2.578125,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4682 > 2496? Answer:,3.1640625,2.875,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4761 > 4062? Answer:,2.8984375,2.625,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 3890 > 1482? Answer:,3.3984375,3.125,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4008 > 1068? Answer:,3.140625,2.859375,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 1955 > 1086? Answer:,2.7265625,2.4140625,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7943 > 6016? Answer:,2.984375,2.7109375,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7270 > 3896? Answer:,2.9140625,2.6328125,-0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7453 > 2040? Answer:,3.34375,3.03125,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9105 > 5061? Answer:,2.828125,2.5546875,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9442 > 2285? Answer:,3.078125,2.80078125,-0.27734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5475 > 4116? Answer:,3.375,3.0859375,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 5460 > 2990? Answer:,3.15625,2.8984375,-0.2578125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 2495 > 1570? Answer:,2.8984375,2.578125,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 3148 > 1647? Answer:,3.1328125,2.8203125,-0.3125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 7153 > 4878? Answer:,3.703125,3.4140625,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 6464 > 2977? Answer:,3.40625,3.1484375,-0.2578125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 9637 > 1757? Answer:,3.01171875,2.66796875,-0.34375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4083 > 1363? Answer:,2.96875,2.6484375,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,4.0,17,1,Is 4050 > 3934? Answer:,3.2265625,2.9375,-0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 1803 > 1622? Answer:,2.7421875,3.015625,0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 6891 > 3585? Answer:,3.01953125,3.28515625,0.265625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 4897 > 4346? Answer:,3.5,3.7890625,0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 1773 > 1539? Answer:,2.703125,2.953125,0.25,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 2813 > 1170? Answer:,2.859375,3.125,0.265625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 5738 > 5623? Answer:,2.984375,3.2578125,0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 7621 > 6040? Answer:,2.9765625,3.21875,0.2421875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 7457 > 6076? Answer:,2.6484375,2.9453125,0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 5619 > 1591? Answer:,2.7421875,3.01953125,0.27734375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 8557 > 4404? Answer:,3.671875,3.90625,0.234375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 5503 > 2670? Answer:,3.30078125,3.57421875,0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 2642 > 2522? Answer:,2.859375,3.15625,0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 8034 > 5529? Answer:,3.1875,3.4375,0.25,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 4621 > 3980? Answer:,2.703125,2.9921875,0.2890625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 5908 > 3176? Answer:,3.125,3.3671875,0.2421875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 5054 > 1921? Answer:,3.83203125,4.0859375,0.25390625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 1829 > 1460? Answer:,2.484375,2.78125,0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 8991 > 1510? Answer:,2.671875,2.9453125,0.2734375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 8724 > 7393? Answer:,3.15625,3.421875,0.265625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 3490 > 2573? Answer:,3.171875,3.42578125,0.25390625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 2487 > 2128? Answer:,2.2734375,2.5703125,0.296875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 7304 > 3235? Answer:,3.34375,3.625,0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 1611 > 1594? Answer:,2.0703125,2.3515625,0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 5011 > 4583? Answer:,2.8203125,3.0859375,0.265625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 7101 > 5749? Answer:,3.0859375,3.3203125,0.234375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 7839 > 2331? Answer:,3.0390625,3.32421875,0.28515625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 4275 > 2528? Answer:,2.78125,3.0390625,0.2578125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 5480 > 1196? Answer:,2.92578125,3.20703125,0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 5919 > 1759? Answer:,2.6328125,2.91796875,0.28515625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 7690 > 5570? Answer:,2.8515625,3.1015625,0.25,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 9302 > 7183? Answer:,3.3828125,3.62890625,0.24609375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 4299 > 4192? Answer:,2.828125,3.109375,0.28125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 4697 > 2204? Answer:,3.359375,3.609375,0.25,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 9149 > 4019? Answer:,2.76171875,3.03125,0.26953125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-4.0,17,1,Is 1687 > 1323? Answer:,2.109375,2.4140625,0.3046875,0,42,100
