model,prompt_type,direction,alpha,layer,head,prompt,base_margin,steered_margin,margin_shift,flipped,seed,n
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1167 > 6425? Answer:,-1.890625,-2.203125,-0.3125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 2366 > 4127? Answer:,-2.5,-2.796875,-0.296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 2898 > 9844? Answer:,-2.265625,-2.53125,-0.265625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 2016 > 3488? Answer:,-2.046875,-2.4296875,-0.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 8624 > 9933? Answer:,-1.0078125,-1.421875,-0.4140625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1073 > 1312? Answer:,-1.625,-1.9765625,-0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1431 > 8395? Answer:,-2.3203125,-2.6171875,-0.296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 3167 > 8701? Answer:,-2.015625,-2.3359375,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 3424 > 9258? Answer:,-2.359375,-2.640625,-0.28125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 3587 > 4908? Answer:,-2.234375,-2.6015625,-0.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1633 > 2136? Answer:,-1.765625,-2.0859375,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 4563 > 5545? Answer:,-1.484375,-1.8671875,-0.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 6955 > 9964? Answer:,-2.171875,-2.46875,-0.296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 2496 > 4682? Answer:,-2.734375,-3.0703125,-0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 4062 > 4761? Answer:,-2.0546875,-2.4140625,-0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1482 > 3890? Answer:,-2.4609375,-2.7265625,-0.265625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1068 > 4008? Answer:,-2.328125,-2.6640625,-0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1086 > 1955? Answer:,-2.484375,-2.796875,-0.3125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 6016 > 7943? Answer:,-1.9296875,-2.3203125,-0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 3896 > 7270? Answer:,-1.7578125,-2.1015625,-0.34375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 2040 > 7453? Answer:,-2.4453125,-2.71875,-0.2734375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 5061 > 9105? Answer:,-2.1640625,-2.515625,-0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 2285 > 9442? Answer:,-2.2890625,-2.59375,-0.3046875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 4116 > 5475? Answer:,-1.515625,-1.8671875,-0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 2990 > 5460? Answer:,-1.734375,-2.0703125,-0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1570 > 2495? Answer:,-1.9453125,-2.265625,-0.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1647 > 3148? Answer:,-2.3828125,-2.6953125,-0.3125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 4878 > 7153? Answer:,-2.015625,-2.375,-0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 2977 > 6464? Answer:,-1.5390625,-1.8984375,-0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1757 > 9637? Answer:,-1.9765625,-2.3125,-0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 1363 > 4083? Answer:,-2.5703125,-2.8671875,-0.296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,4.0,17,1,Is 3934 > 4050? Answer:,-1.265625,-1.6484375,-0.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1622 > 1803? Answer:,-2.515625,-2.140625,0.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3585 > 6891? Answer:,-2.421875,-2.015625,0.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4346 > 4897? Answer:,-2.171875,-1.75,0.421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1539 > 1773? Answer:,-1.578125,-1.1953125,0.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1170 > 2813? Answer:,-2.15625,-1.8203125,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 5623 > 5738? Answer:,-1.9140625,-1.515625,0.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 6040 > 7621? Answer:,-2.0,-1.59375,0.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 6076 > 7457? Answer:,-1.671875,-1.2578125,0.4140625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1591 > 5619? Answer:,-2.53125,-2.234375,0.296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4404 > 8557? Answer:,-1.6875,-1.328125,0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2670 > 5503? Answer:,-2.4765625,-2.125,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2522 > 2642? Answer:,-1.921875,-1.578125,0.34375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 5529 > 8034? Answer:,-2.359375,-2.0078125,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3980 > 4621? Answer:,-1.8203125,-1.4140625,0.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3176 > 5908? Answer:,-2.1015625,-1.7265625,0.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1921 > 5054? Answer:,-2.40625,-2.0703125,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1460 > 1829? Answer:,-2.484375,-2.1484375,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1510 > 8991? Answer:,-1.7265625,-1.359375,0.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 7393 > 8724? Answer:,-1.3359375,-0.90625,0.4296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2573 > 3490? Answer:,-1.5625,-1.15625,0.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2128 > 2487? Answer:,-2.2890625,-1.96875,0.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3235 > 7304? Answer:,-2.5,-2.1796875,0.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1594 > 1611? Answer:,-2.28125,-1.9296875,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4583 > 5011? Answer:,-1.828125,-1.4296875,0.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 5749 > 7101? Answer:,-1.03125,-0.609375,0.421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2331 > 7839? Answer:,-2.484375,-2.1015625,0.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2528 > 4275? Answer:,-2.3125,-2.0234375,0.2890625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1196 > 5480? Answer:,-1.6875,-1.3125,0.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1759 > 5919? Answer:,-2.1484375,-1.8515625,0.296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 5570 > 7690? Answer:,-1.546875,-1.125,0.421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 7183 > 9302? Answer:,-1.9296875,-1.53125,0.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4192 > 4299? Answer:,-1.84375,-1.4765625,0.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2204 > 4697? Answer:,-2.5390625,-2.2109375,0.328125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4019 > 9149? Answer:,-2.3671875,-2.03125,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1323 > 1687? Answer:,-2.5078125,-2.1171875,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2356 > 8161? Answer:,-2.2421875,-1.9375,0.3046875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1541 > 5166? Answer:,-2.28125,-1.9765625,0.3046875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3939 > 7178? Answer:,-2.390625,-2.078125,0.3125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1674 > 3971? Answer:,-2.9375,-2.671875,0.265625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4403 > 6080? Answer:,-1.7890625,-1.390625,0.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4699 > 9462? Answer:,-2.34375,-1.953125,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2204 > 2446? Answer:,-1.84375,-1.5234375,0.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4969 > 6667? Answer:,-1.8046875,-1.4140625,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1273 > 1875? Answer:,-1.6875,-1.2890625,0.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 6751 > 7910? Answer:,-1.921875,-1.5546875,0.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4152 > 4916? Answer:,-1.640625,-1.25,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3935 > 8575? Answer:,-2.0546875,-1.6875,0.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3330 > 9082? Answer:,-2.40625,-2.046875,0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2472 > 3156? Answer:,-1.3515625,-0.9453125,0.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1800 > 6730? Answer:,-1.5546875,-1.1640625,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2498 > 8494? Answer:,-2.6640625,-2.3125,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1053 > 8244? Answer:,-1.96875,-1.6484375,0.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 6643 > 8171? Answer:,-1.3828125,-0.9296875,0.453125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 5669 > 8023? Answer:,-2.1171875,-1.6953125,0.421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3993 > 5244? Answer:,-1.6953125,-1.3203125,0.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2947 > 3494? Answer:,-1.9453125,-1.515625,0.4296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3295 > 6000? Answer:,-1.734375,-1.28125,0.453125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3588 > 5550? Answer:,-1.890625,-1.515625,0.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1046 > 1335? Answer:,-1.8203125,-1.4375,0.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1253 > 3209? Answer:,-2.453125,-2.109375,0.34375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3644 > 4956? Answer:,-1.90625,-1.5390625,0.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3774 > 6889? Answer:,-0.9765625,-0.5546875,0.421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 5350 > 8695? Answer:,-1.625,-1.21875,0.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1545 > 1712? Answer:,-1.7578125,-1.3984375,0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4282 > 6171? Answer:,-1.40625,-0.984375,0.421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3817 > 6088? Answer:,-2.0390625,-1.671875,0.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1456 > 1815? Answer:,-2.1640625,-1.7890625,0.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3174 > 8154? Answer:,-1.9453125,-1.5859375,0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1167 > 6425? Answer:,-1.890625,-1.5625,0.328125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2366 > 4127? Answer:,-2.5,-2.1640625,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2898 > 9844? Answer:,-2.265625,-1.9375,0.328125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2016 > 3488? Answer:,-2.046875,-1.6328125,0.4140625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 8624 > 9933? Answer:,-1.0078125,-0.5703125,0.4375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1073 > 1312? Answer:,-1.625,-1.25,0.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1431 > 8395? Answer:,-2.3203125,-1.984375,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3167 > 8701? Answer:,-2.015625,-1.6640625,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3424 > 9258? Answer:,-2.359375,-2.0234375,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3587 > 4908? Answer:,-2.234375,-1.8125,0.421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1633 > 2136? Answer:,-1.765625,-1.3984375,0.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4563 > 5545? Answer:,-1.484375,-1.0703125,0.4140625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 6955 > 9964? Answer:,-2.171875,-1.8203125,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2496 > 4682? Answer:,-2.734375,-2.3515625,0.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4062 > 4761? Answer:,-2.0546875,-1.6640625,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1482 > 3890? Answer:,-2.4609375,-2.125,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1068 > 4008? Answer:,-2.328125,-1.9296875,0.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1086 > 1955? Answer:,-2.484375,-2.125,0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 6016 > 7943? Answer:,-1.9296875,-1.5,0.4296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3896 > 7270? Answer:,-1.7578125,-1.3828125,0.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2040 > 7453? Answer:,-2.4453125,-2.1328125,0.3125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 5061 > 9105? Answer:,-2.1640625,-1.765625,0.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2285 > 9442? Answer:,-2.2890625,-1.9375,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4116 > 5475? Answer:,-1.515625,-1.125,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2990 > 5460? Answer:,-1.734375,-1.3359375,0.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1570 > 2495? Answer:,-1.9453125,-1.5859375,0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1647 > 3148? Answer:,-2.3828125,-2.046875,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4878 > 7153? Answer:,-2.015625,-1.609375,0.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2977 > 6464? Answer:,-1.5390625,-1.1484375,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1757 > 9637? Answer:,-1.9765625,-1.625,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1363 > 4083? Answer:,-2.5703125,-2.25,0.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3934 > 4050? Answer:,-1.265625,-0.84375,0.421875,0,42,100
